Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
20/ 04/ 2020,11950.00,28450.00,117800.00,25750.00,43750.00,41500.00,31200.00,39600.00,13800.00,18400.00
21/ 04/ 2020,11950.00,28600.00,118100.00,25750.00,43850.00,41100.00,31450.00,39100.00,13800.00,18400.00
22/ 04/ 2020,11950.00,28800.00,118650.00,25650.00,44200.00,40700.00,32000.00,39200.00,13800.00,18400.00
23/ 04/ 2020,11950.00,28950.00,119600.00,25650.00,44700.00,40650.00,32450.00,38800.00,13800.00,18400.00
24/ 04/ 2020,11950.00,28950.00,119400.00,25600.00,44750.00,40500.00,32150.00,38400.00,13800.00,18400.00
27/ 04/ 2020,11950.00,28400.00,118400.00,25500.00,45500.00,40000.00,32750.00,38800.00,13800.00,18250.00
28/ 04/ 2020,11900.00,28350.00,118300.00,25450.00,45550.00,39700.00,32700.00,38300.00,13800.00,18250.00
29/ 04/ 2020,11900.00,28500.00,118050.00,25400.00,45800.00,39550.00,31950.00,36600.00,13800.00,18200.00
30/ 04/ 2020,11900.00,28500.00,118050.00,25250.00,46300.00,39250.00,31650.00,35350.00,13800.00,18200.00
01/ 05/ 2020,12350.00,32950.00,122500.00,27750.00,52500.00,44500.00,38650.00,45300.00,13250.00,17050.00
04/ 05/ 2020,11900.00,28950.00,117900.00,24650.00,48850.00,38700.00,30600.00,34700.00,13750.00,18000.00
05/ 05/ 2020,11900.00,29050.00,117900.00,24500.00,49200.00,38300.00,30500.00,33700.00,13750.00,17950.00
06/ 05/ 2020,11900.00,29150.00,117950.00,24450.00,49700.00,38100.00,30150.00,33200.00,13750.00,17950.00
07/ 05/ 2020,11950.00,33950.00,120000.00,29300.00,57750.00,44650.00,38250.00,43800.00,14250.00,17750.00
08/ 05/ 2020,11900.00,29550.00,117850.00,24400.00,50200.00,37750.00,29400.00,33100.00,13750.00,17900.00
11/ 05/ 2020,11900.00,30750.00,117900.00,24200.00,51650.00,37050.00,28150.00,33000.00,13700.00,17700.00
12/ 05/ 2020,11900.00,31150.00,118000.00,24100.00,51950.00,36950.00,28100.00,32800.00,13700.00,17700.00
13/ 05/ 2020,11900.00,31650.00,118200.00,24050.00,52100.00,36800.00,28000.00,32300.00,13700.00,17650.00
14/ 05/ 2020,11900.00,32250.00,118150.00,24000.00,52200.00,36400.00,27800.00,32150.00,13700.00,17600.00
15/ 05/ 2020,11900.00,32700.00,118300.00,23950.00,52450.00,36100.00,27700.00,32250.00,13700.00,17550.00
18/ 05/ 2020,11900.00,34100.00,119250.00,23900.00,54300.00,35100.00,28250.00,31100.00,13700.00,17500.00
19/ 05/ 2020,11900.00,34300.00,119550.00,23950.00,55150.00,34800.00,28650.00,31500.00,13700.00,17450.00
20/ 05/ 2020,11900.00,34750.00,120600.00,24200.00,56100.00,34500.00,29750.00,32400.00,13700.00,17400.00
21/ 05/ 2020,12600.00,41000.00,122900.00,24450.00,58850.00,32850.00,29050.00,27800.00,13950.00,17550.00
22/ 05/ 2020,12300.00,37550.00,125800.00,24450.00,56800.00,32950.00,38150.00,33150.00,13950.00,16400.00
25/ 05/ 2020,13100.00,40450.00,129100.00,24600.00,53150.00,35750.00,37750.00,39100.00,13400.00,16350.00
26/ 05/ 2020,11900.00,37150.00,121100.00,24550.00,57250.00,34450.00,34250.00,38450.00,13700.00,17250.00
27/ 05/ 2020,11900.00,37050.00,120750.00,24600.00,57250.00,34200.00,33850.00,37900.00,13650.00,17250.00
28/ 05/ 2020,11900.00,37200.00,119750.00,24500.00,57600.00,33950.00,31600.00,36950.00,13650.00,17200.00
29/ 05/ 2020,11900.00,37150.00,119500.00,24550.00,58550.00,33650.00,30900.00,36050.00,13650.00,17150.00
01/ 06/ 2020,11500.00,38450.00,117950.00,32050.00,63600.00,33400.00,33400.00,36000.00,13900.00,16950.00
02/ 06/ 2020,11900.00,37750.00,118500.00,24450.00,59200.00,32500.00,29150.00,33200.00,13650.00,17050.00
03/ 06/ 2020,11900.00,38000.00,118300.00,24500.00,59150.00,31950.00,28600.00,32750.00,13650.00,17000.00
04/ 06/ 2020,11900.00,38200.00,118400.00,24550.00,59150.00,31800.00,27950.00,33700.00,13650.00,16850.00
05/ 06/ 2020,11900.00,38250.00,118300.00,24600.00,58850.00,31400.00,28050.00,33200.00,13650.00,16800.00
08/ 06/ 2020,11900.00,38650.00,118300.00,24800.00,58250.00,30650.00,28300.00,33300.00,13650.00,16700.00
09/ 06/ 2020,11850.00,38800.00,118250.00,25100.00,57700.00,30250.00,28300.00,33750.00,13650.00,16600.00
10/ 06/ 2020,11850.00,38950.00,118300.00,25200.00,56750.00,29850.00,28450.00,33400.00,13650.00,16550.00
11/ 06/ 2020,11850.00,39000.00,118150.00,25000.00,56300.00,29400.00,28800.00,33400.00,13650.00,16550.00
12/ 06/ 2020,11850.00,38900.00,118250.00,25050.00,55450.00,29250.00,28650.00,33200.00,13650.00,16500.00
15/ 06/ 2020,11850.00,38600.00,118250.00,25200.00,53050.00,28050.00,28850.00,33150.00,13650.00,16350.00
16/ 06/ 2020,11850.00,38450.00,118200.00,25400.00,51900.00,28000.00,29000.00,32950.00,13650.00,16300.00
17/ 06/ 2020,11850.00,38250.00,118150.00,25600.00,50800.00,27700.00,29150.00,32850.00,13600.00,16250.00
18/ 06/ 2020,11850.00,38100.00,118250.00,25700.00,50600.00,27800.00,29200.00,32700.00,13600.00,16200.00
19/ 06/ 2020,11850.00,37750.00,118250.00,25850.00,50150.00,27650.00,29200.00,32750.00,13600.00,16150.00
22/ 06/ 2020,11850.00,37200.00,118250.00,26100.00,48450.00,27200.00,32200.00,33700.00,13550.00,16050.00
23/ 06/ 2020,11850.00,37250.00,118300.00,26200.00,47650.00,26800.00,32400.00,33500.00,13600.00,16050.00
24/ 06/ 2020,11850.00,37250.00,118100.00,26200.00,47550.00,26500.00,31950.00,33700.00,13600.00,15950.00
25/ 06/ 2020,11850.00,37400.00,118200.00,26200.00,47100.00,26450.00,31550.00,33300.00,13600.00,15950.00
26/ 06/ 2020,11850.00,37450.00,118200.00,25950.00,46600.00,31500.00,31550.00,33150.00,13600.00,15950.00
29/ 06/ 2020,11850.00,38250.00,118050.00,26350.00,45000.00,25550.00,30450.00,33250.00,13600.00,15750.00
30/ 06/ 2020,11850.00,38550.00,118050.00,26350.00,44550.00,25400.00,30550.00,33500.00,13600.00,15700.00
01/ 07/ 2020,11850.00,38950.00,118100.00,26250.00,44050.00,25250.00,30650.00,33350.00,13600.00,15600.00
02/ 07/ 2020,11850.00,39200.00,118150.00,26200.00,43450.00,24850.00,30500.00,33100.00,13600.00,15550.00
03/ 07/ 2020,11850.00,39500.00,118150.00,26200.00,43000.00,24850.00,30350.00,33100.00,13600.00,15450.00
06/ 07/ 2020,11850.00,39250.00,118200.00,26150.00,41900.00,24750.00,30750.00,34150.00,13600.00,15450.00
07/ 07/ 2020,11850.00,39400.00,118150.00,26150.00,41350.00,24300.00,30700.00,34250.00,13600.00,15400.00
08/ 07/ 2020,11850.00,38950.00,118450.00,26300.00,41250.00,24200.00,31100.00,34500.00,13550.00,15350.00
09/ 07/ 2020,11850.00,38800.00,118150.00,26150.00,40550.00,23900.00,30800.00,34100.00,13550.00,15300.00
10/ 07/ 2020,11850.00,38250.00,118150.00,26200.00,40200.00,24200.00,30800.00,34100.00,13550.00,15200.00
13/ 07/ 2020,11850.00,36400.00,118100.00,26350.00,39050.00,23500.00,31850.00,34850.00,13550.00,15150.00
14/ 07/ 2020,12000.00,36050.00,118150.00,26350.00,38400.00,23500.00,32350.00,34550.00,13550.00,15100.00
15/ 07/ 2020,11850.00,35700.00,118200.00,26400.00,38050.00,23350.00,32250.00,34500.00,13550.00,15050.00
16/ 07/ 2020,11850.00,35300.00,118150.00,26300.00,37750.00,23150.00,32350.00,34450.00,13550.00,15050.00
17/ 07/ 2020,11850.00,34950.00,118150.00,26300.00,37350.00,23100.00,32700.00,35250.00,13550.00,14950.00
20/ 07/ 2020,11850.00,33650.00,118150.00,26400.00,36000.00,23050.00,32900.00,34050.00,13600.00,14900.00
21/ 07/ 2020,11850.00,33600.00,118150.00,26400.00,35850.00,23050.00,33100.00,34300.00,13600.00,14900.00
22/ 07/ 2020,11850.00,34300.00,118150.00,26400.00,35600.00,23000.00,33250.00,34350.00,13600.00,14900.00
23/ 07/ 2020,11850.00,33150.00,118150.00,26450.00,35400.00,23000.00,33000.00,34350.00,13600.00,14900.00
24/ 07/ 2020,11850.00,32950.00,118150.00,26450.00,35050.00,22850.00,33200.00,34750.00,13600.00,14850.00
27/ 07/ 2020,11850.00,33400.00,118300.00,26400.00,34250.00,22800.00,35700.00,34550.00,13650.00,14850.00
28/ 07/ 2020,11850.00,33800.00,118550.00,26350.00,34000.00,22850.00,36050.00,34600.00,13700.00,14800.00
29/ 07/ 2020,11850.00,34350.00,119300.00,26350.00,33750.00,22850.00,37300.00,34900.00,13700.00,14800.00
30/ 07/ 2020,11850.00,35050.00,120650.00,26300.00,33750.00,22900.00,38900.00,35100.00,13700.00,14800.00
31/ 07/ 2020,10900.00,39750.00,110000.00,53250.00,52500.00,35000.00,68750.00,53750.00,14350.00,18000.00
03/ 08/ 2020,11850.00,34400.00,119400.00,26200.00,33000.00,22650.00,38250.00,37500.00,13700.00,14800.00
04/ 08/ 2020,11850.00,34300.00,118950.00,26200.00,32950.00,22700.00,37950.00,37750.00,13700.00,14800.00
05/ 08/ 2020,11850.00,34050.00,118900.00,26200.00,32800.00,22600.00,36650.00,37450.00,13700.00,14800.00
06/ 08/ 2020,11850.00,33200.00,118850.00,26150.00,32950.00,22600.00,36050.00,36350.00,13650.00,14700.00
07/ 08/ 2020,11850.00,33300.00,118300.00,26200.00,32700.00,22650.00,35500.00,36000.00,13700.00,14800.00
10/ 08/ 2020,11850.00,32200.00,118300.00,26250.00,32950.00,22750.00,34300.00,35250.00,13750.00,14750.00
11/ 08/ 2020,11850.00,31700.00,118350.00,26300.00,33100.00,22900.00,34000.00,34800.00,13750.00,14750.00
12/ 08/ 2020,11850.00,31400.00,118350.00,26300.00,33150.00,23000.00,33600.00,34950.00,13750.00,14750.00
13/ 08/ 2020,11850.00,31150.00,118350.00,26350.00,33000.00,23000.00,33150.00,34650.00,13750.00,14750.00
14/ 08/ 2020,11850.00,31100.00,118400.00,26300.00,33000.00,22950.00,32850.00,34400.00,13750.00,14750.00
17/ 08/ 2020,11700.00,30250.00,117450.00,25650.00,29150.00,24250.00,27400.00,26400.00,13650.00,13500.00
18/ 08/ 2020,11850.00,31250.00,118250.00,26100.00,32400.00,23750.00,32100.00,33050.00,13750.00,14700.00
19/ 08/ 2020,11850.00,31300.00,118300.00,25950.00,32200.00,23950.00,31650.00,33000.00,13750.00,14700.00
20/ 08/ 2020,10950.00,33200.00,115000.00,38000.00,42350.00,30550.00,37950.00,34650.00,15300.00,17200.00
21/ 08/ 2020,12100.00,34500.00,119850.00,27250.00,32850.00,24600.00,27100.00,29450.00,13800.00,14750.00
24/ 08/ 2020,11850.00,30950.00,118250.00,26000.00,31350.00,24850.00,30700.00,32100.00,13800.00,14650.00
25/ 08/ 2020,11850.00,30800.00,118250.00,25950.00,31050.00,25100.00,30250.00,32050.00,13850.00,14650.00
26/ 08/ 2020,11850.00,30450.00,118250.00,25900.00,30900.00,25400.00,29900.00,31750.00,13850.00,14650.00
27/ 08/ 2020,11850.00,30300.00,118250.00,25850.00,30650.00,25750.00,29700.00,31500.00,13850.00,14650.00
28/ 08/ 2020,11850.00,30050.00,118300.00,25750.00,30600.00,25950.00,29600.00,31500.00,13850.00,14650.00
31/ 08/ 2020,11850.00,29850.00,118250.00,25600.00,30450.00,26050.00,29450.00,31800.00,13850.00,14600.00
01/ 09/ 2020,11850.00,29950.00,118200.00,25500.00,30600.00,26250.00,29400.00,31900.00,13850.00,14650.00
02/ 09/ 2020,11800.00,30150.00,118150.00,25450.00,30650.00,26250.00,29600.00,31800.00,13850.00,14600.00
03/ 09/ 2020,11850.00,30350.00,118100.00,25450.00,30450.00,26300.00,29650.00,32000.00,13900.00,14650.00
04/ 09/ 2020,11800.00,30550.00,118250.00,25400.00,30500.00,26350.00,29600.00,32000.00,13900.00,14650.00
07/ 09/ 2020,11800.00,31050.00,118250.00,25300.00,30850.00,26450.00,30950.00,32750.00,13950.00,14550.00
08/ 09/ 2020,11800.00,31300.00,118300.00,25200.00,30900.00,26450.00,31450.00,32550.00,13950.00,14550.00
09/ 09/ 2020,11800.00,31450.00,118300.00,25050.00,31000.00,26500.00,31750.00,32800.00,13950.00,14550.00
10/ 09/ 2020,11800.00,31500.00,118200.00,25000.00,31050.00,26600.00,31850.00,32600.00,13950.00,14550.00
11/ 09/ 2020,11800.00,31650.00,118200.00,25000.00,31050.00,26650.00,32050.00,32650.00,14000.00,14550.00
14/ 09/ 2020,11800.00,31300.00,118200.00,24900.00,31100.00,26600.00,32850.00,32100.00,14000.00,14550.00
15/ 09/ 2020,11800.00,31250.00,118050.00,24850.00,31100.00,26800.00,33000.00,31850.00,14000.00,14500.00
16/ 09/ 2020,11800.00,31400.00,118200.00,24800.00,31050.00,26800.00,33250.00,32050.00,14000.00,14500.00
17/ 09/ 2020,11800.00,31550.00,118200.00,24750.00,31050.00,26850.00,33300.00,32000.00,14000.00,14500.00
18/ 09/ 2020,11800.00,31550.00,118200.00,24700.00,30950.00,26800.00,33000.00,31550.00,14050.00,14500.00
21/ 09/ 2020,11800.00,32100.00,118200.00,24550.00,30850.00,26750.00,34000.00,31500.00,14050.00,14450.00
22/ 09/ 2020,11800.00,32150.00,118150.00,24550.00,30800.00,26750.00,34000.00,30800.00,14100.00,14450.00
23/ 09/ 2020,11800.00,32250.00,118200.00,24500.00,30700.00,26600.00,34250.00,30700.00,14100.00,14450.00
24/ 09/ 2020,11800.00,32100.00,116650.00,24500.00,30700.00,26550.00,34450.00,30600.00,14100.00,14450.00
25/ 09/ 2020,11800.00,32150.00,118200.00,24450.00,30700.00,26600.00,34800.00,30700.00,14100.00,14450.00
28/ 09/ 2020,11800.00,31900.00,118150.00,24300.00,30450.00,26600.00,36600.00,30650.00,14150.00,14400.00
29/ 09/ 2020,11800.00,31700.00,118150.00,24200.00,30350.00,26550.00,37000.00,30900.00,14150.00,14400.00
30/ 09/ 2020,11800.00,31450.00,118150.00,24150.00,30300.00,26550.00,37700.00,31550.00,14150.00,14400.00
01/ 10/ 2020,11800.00,31450.00,118150.00,24100.00,30250.00,26500.00,38200.00,31700.00,14150.00,14400.00
02/ 10/ 2020,11800.00,31400.00,118200.00,24100.00,30250.00,26550.00,38750.00,31800.00,14150.00,14350.00
05/ 10/ 2020,11800.00,31450.00,118150.00,24050.00,30900.00,26600.00,41900.00,32400.00,14150.00,14400.00
06/ 10/ 2020,11800.00,31550.00,118150.00,23950.00,31250.00,26700.00,42300.00,33300.00,14150.00,14350.00
07/ 10/ 2020,11800.00,31550.00,118150.00,23950.00,31500.00,26650.00,42800.00,33200.00,14150.00,14350.00
08/ 10/ 2020,11800.00,31600.00,118300.00,23900.00,31650.00,26600.00,43200.00,33150.00,14150.00,14350.00
09/ 10/ 2020,11800.00,31650.00,118150.00,23950.00,31950.00,26550.00,43500.00,33300.00,14150.00,14350.00
12/ 10/ 2020,11800.00,31700.00,118200.00,24200.00,33200.00,26750.00,43750.00,33100.00,14150.00,14350.00
13/ 10/ 2020,11800.00,31950.00,118200.00,24250.00,33350.00,26750.00,43550.00,33600.00,14150.00,14350.00
14/ 10/ 2020,11800.00,32000.00,118200.00,24400.00,33700.00,26750.00,43200.00,33700.00,14150.00,14350.00
15/ 10/ 2020,11800.00,32100.00,118200.00,24500.00,33850.00,26700.00,42950.00,34250.00,14150.00,14350.00
16/ 10/ 2020,11800.00,32250.00,118200.00,24600.00,34000.00,26800.00,42800.00,34150.00,14150.00,14350.00
19/ 10/ 2020,11800.00,32500.00,117350.00,24750.00,34300.00,26850.00,42100.00,33950.00,14150.00,14350.00
20/ 10/ 2020,11800.00,32400.00,118150.00,24850.00,34500.00,27000.00,42000.00,34300.00,14150.00,14400.00
21/ 10/ 2020,11800.00,32450.00,118150.00,24850.00,34550.00,27150.00,41750.00,34400.00,14150.00,14350.00
22/ 10/ 2020,11800.00,32500.00,118150.00,24900.00,34600.00,27100.00,41800.00,34350.00,14150.00,14300.00
23/ 10/ 2020,11800.00,32450.00,118150.00,24850.00,34700.00,27200.00,41850.00,34600.00,14150.00,14300.00
26/ 10/ 2020,11800.00,32800.00,118100.00,24850.00,35200.00,27300.00,42550.00,35400.00,14200.00,14300.00
27/ 10/ 2020,11800.00,33000.00,118150.00,24850.00,35250.00,27350.00,42850.00,35500.00,14200.00,14350.00
28/ 10/ 2020,11400.00,33000.00,118850.00,25250.00,35300.00,29050.00,37700.00,31100.00,14300.00,14800.00
29/ 10/ 2020,11950.00,32000.00,114100.00,26150.00,39250.00,31400.00,40600.00,41550.00,15750.00,15400.00
30/ 10/ 2020,12150.00,36000.00,122150.00,27600.00,37700.00,30450.00,37550.00,36550.00,14450.00,15650.00
02/ 11/ 2020,11800.00,34050.00,118150.00,24850.00,35550.00,27800.00,43800.00,35650.00,14250.00,14350.00
03/ 11/ 2020,11800.00,34200.00,118150.00,24900.00,35850.00,27900.00,43850.00,35200.00,14250.00,14400.00
04/ 11/ 2020,11800.00,34350.00,118300.00,24900.00,36050.00,27900.00,43750.00,35300.00,14250.00,14400.00
05/ 11/ 2020,11800.00,34500.00,118250.00,24950.00,36300.00,27950.00,43600.00,35500.00,14250.00,14400.00
06/ 11/ 2020,11800.00,34650.00,118250.00,25050.00,36700.00,28100.00,43350.00,35700.00,14250.00,14400.00
09/ 11/ 2020,11800.00,34900.00,118250.00,25150.00,37400.00,28200.00,42950.00,36400.00,14300.00,14400.00
10/ 11/ 2020,11800.00,35000.00,118250.00,25200.00,37750.00,28250.00,42800.00,36600.00,14300.00,14400.00
11/ 11/ 2020,11800.00,35000.00,118250.00,25300.00,38000.00,28300.00,42700.00,36650.00,14300.00,14400.00
12/ 11/ 2020,11800.00,35100.00,118350.00,25400.00,38200.00,28400.00,42300.00,36600.00,14300.00,14400.00
13/ 11/ 2020,11800.00,35100.00,118350.00,25550.00,38350.00,28500.00,42100.00,36350.00,14300.00,14350.00
16/ 11/ 2020,11800.00,35300.00,118300.00,25900.00,38450.00,28650.00,41650.00,36700.00,14300.00,14400.00
17/ 11/ 2020,11800.00,35350.00,118350.00,26000.00,38450.00,28600.00,41450.00,36700.00,14300.00,14400.00
18/ 11/ 2020,11800.00,35200.00,118200.00,26000.00,38300.00,28750.00,41300.00,36400.00,14350.00,14400.00
19/ 11/ 2020,11800.00,35250.00,118250.00,26050.00,38350.00,28750.00,41150.00,36150.00,14350.00,14400.00
20/ 11/ 2020,11800.00,35300.00,118250.00,26150.00,38450.00,28750.00,41150.00,36150.00,14350.00,14400.00
23/ 11/ 2020,11800.00,35250.00,118700.00,26300.00,38300.00,28800.00,40800.00,36200.00,14350.00,14400.00
24/ 11/ 2020,11800.00,35300.00,118550.00,26300.00,38150.00,28850.00,40850.00,36450.00,14350.00,14400.00
25/ 11/ 2020,11800.00,35350.00,118500.00,26300.00,38100.00,28850.00,40750.00,36750.00,14350.00,14400.00
26/ 11/ 2020,11800.00,35400.00,118500.00,26350.00,38000.00,28900.00,41150.00,37500.00,14350.00,14400.00
27/ 11/ 2020,11800.00,35250.00,118500.00,26300.00,37850.00,28800.00,42150.00,38050.00,14350.00,14400.00
30/ 11/ 2020,11800.00,35050.00,118450.00,26350.00,37750.00,28800.00,44500.00,41300.00,14350.00,14400.00
01/ 12/ 2020,11800.00,35000.00,118400.00,26350.00,37650.00,28800.00,45450.00,41900.00,14350.00,14350.00
02/ 12/ 2020,11800.00,34850.00,118450.00,26350.00,37500.00,28750.00,45700.00,42600.00,14400.00,14350.00
03/ 12/ 2020,11800.00,34750.00,118400.00,26400.00,37150.00,28750.00,46550.00,42750.00,14400.00,14350.00
04/ 12/ 2020,11800.00,34650.00,118400.00,26450.00,37450.00,28750.00,47450.00,43800.00,14400.00,14350.00
07/ 12/ 2020,11800.00,34450.00,118500.00,26800.00,37500.00,28700.00,48650.00,46250.00,14400.00,14350.00
08/ 12/ 2020,11800.00,34350.00,118500.00,27000.00,37500.00,28700.00,49200.00,46700.00,14400.00,14350.00
09/ 12/ 2020,12600.00,37200.00,124750.00,29800.00,47100.00,34400.00,50650.00,58150.00,14900.00,14800.00
10/ 12/ 2020,11800.00,34600.00,118600.00,27300.00,37350.00,28750.00,50050.00,47350.00,14400.00,14350.00
11/ 12/ 2020,11800.00,34800.00,118600.00,27500.00,37250.00,28750.00,50250.00,47750.00,14400.00,14350.00
14/ 12/ 2020,11800.00,35400.00,118650.00,28100.00,37100.00,28650.00,50800.00,47400.00,14400.00,14350.00
15/ 12/ 2020,11800.00,35550.00,118700.00,28250.00,37000.00,28650.00,51050.00,47850.00,14400.00,14350.00
16/ 12/ 2020,11800.00,35900.00,118850.00,28350.00,36850.00,28650.00,51300.00,47800.00,14400.00,14350.00
17/ 12/ 2020,11800.00,35950.00,118700.00,28400.00,36400.00,28650.00,51900.00,48300.00,14400.00,14350.00
18/ 12/ 2020,11800.00,36100.00,118850.00,28450.00,36700.00,28650.00,52650.00,48450.00,14400.00,14350.00
21/ 12/ 2020,11800.00,36100.00,118850.00,28800.00,36150.00,28450.00,54950.00,51700.00,14400.00,14350.00
22/ 12/ 2020,11800.00,36450.00,118800.00,28650.00,36000.00,28550.00,56600.00,53450.00,14400.00,14350.00
23/ 12/ 2020,11800.00,36300.00,118850.00,28850.00,35850.00,28500.00,57300.00,53450.00,14400.00,14400.00
24/ 12/ 2020,11950.00,39600.00,116750.00,32950.00,47200.00,38750.00,77500.00,69400.00,14800.00,15300.00
25/ 12/ 2020,11800.00,36050.00,118950.00,28350.00,35100.00,28650.00,59600.00,58200.00,14400.00,14400.00
28/ 12/ 2020,11800.00,36050.00,118950.00,28350.00,35100.00,28650.00,59600.00,58200.00,14400.00,14400.00
29/ 12/ 2020,11800.00,36000.00,119000.00,28250.00,34950.00,28600.00,59050.00,59050.00,14450.00,14400.00
30/ 12/ 2020,11800.00,36150.00,119150.00,28200.00,34650.00,28700.00,58250.00,59700.00,14450.00,14400.00
31/ 12/ 2020,12300.00,40850.00,103250.00,29750.00,38700.00,28500.00,59450.00,60900.00,14150.00,13950.00
01/ 01/ 2021,11750.00,36000.00,118500.00,27650.00,33950.00,28550.00,57500.00,68900.00,14450.00,14400.00
04/ 01/ 2021,11800.00,36050.00,118750.00,27700.00,33950.00,28550.00,57500.00,68900.00,14450.00,14400.00
05/ 01/ 2021,11800.00,36000.00,119300.00,27600.00,33850.00,28500.00,57350.00,68500.00,14500.00,14450.00
06/ 01/ 2021,11800.00,36100.00,119400.00,27650.00,33700.00,28450.00,56350.00,68950.00,14500.00,14400.00
07/ 01/ 2021,11800.00,36150.00,119400.00,27600.00,33550.00,28500.00,55900.00,69550.00,14500.00,14400.00
08/ 01/ 2021,11800.00,35800.00,119450.00,27550.00,33350.00,28450.00,54900.00,69800.00,14500.00,14400.00
11/ 01/ 2021,11800.00,35700.00,119350.00,27450.00,33050.00,28300.00,52850.00,69700.00,14500.00,14400.00
12/ 01/ 2021,11800.00,35700.00,119300.00,27350.00,32900.00,28200.00,52650.00,70150.00,14500.00,14400.00
13/ 01/ 2021,11800.00,35600.00,119250.00,27250.00,32950.00,28200.00,51800.00,69400.00,14500.00,14400.00
14/ 01/ 2021,11800.00,35600.00,119250.00,27200.00,32950.00,28250.00,51250.00,69550.00,14500.00,14450.00
15/ 01/ 2021,11800.00,35400.00,119550.00,27100.00,32800.00,28350.00,51350.00,69900.00,14500.00,14450.00
18/ 01/ 2021,11800.00,35100.00,119300.00,26800.00,32650.00,28350.00,52400.00,70100.00,14500.00,14450.00
19/ 01/ 2021,11800.00,35000.00,119350.00,26550.00,32600.00,28250.00,52050.00,69600.00,14500.00,14450.00
20/ 01/ 2021,11800.00,34850.00,119200.00,26550.00,32500.00,28250.00,51550.00,69150.00,14500.00,14450.00
21/ 01/ 2021,11800.00,34750.00,118850.00,26500.00,32400.00,28250.00,50550.00,68200.00,14500.00,14400.00
22/ 01/ 2021,11800.00,34750.00,118950.00,26400.00,32350.00,28200.00,49700.00,68100.00,14500.00,14400.00
25/ 01/ 2021,11800.00,34400.00,119700.00,26150.00,31900.00,28050.00,47600.00,67300.00,14500.00,14400.00
26/ 01/ 2021,11800.00,34200.00,119750.00,26100.00,31950.00,28050.00,47550.00,67050.00,14500.00,14400.00
27/ 01/ 2021,11800.00,34100.00,119850.00,25950.00,31800.00,28000.00,46950.00,67300.00,14500.00,14400.00
28/ 01/ 2021,11800.00,34050.00,119550.00,25750.00,31700.00,28750.00,46700.00,66750.00,14500.00,14400.00
29/ 01/ 2021,11850.00,33700.00,119950.00,25750.00,31650.00,28000.00,47650.00,67600.00,14500.00,14400.00
01/ 02/ 2021,11800.00,33550.00,119600.00,25300.00,31450.00,27900.00,48350.00,67350.00,14500.00,14400.00
02/ 02/ 2021,11800.00,33700.00,119500.00,25350.00,31400.00,28000.00,49250.00,68150.00,14500.00,14400.00
03/ 02/ 2021,11800.00,33550.00,119550.00,25400.00,31300.00,28000.00,50300.00,68700.00,14500.00,14350.00
04/ 02/ 2021,11800.00,33750.00,119550.00,25400.00,31350.00,27950.00,50550.00,68700.00,14500.00,14350.00
05/ 02/ 2021,11800.00,33800.00,119550.00,25550.00,31250.00,27950.00,50800.00,68500.00,14500.00,14350.00
08/ 02/ 2021,11800.00,34250.00,119500.00,25700.00,31250.00,27950.00,50850.00,69300.00,14500.00,14350.00
09/ 02/ 2021,11800.00,34350.00,119650.00,25750.00,31350.00,28000.00,50750.00,69350.00,14500.00,14400.00
10/ 02/ 2021,11800.00,34550.00,119650.00,25750.00,31750.00,28050.00,50250.00,69300.00,14500.00,14350.00
11/ 02/ 2021,11800.00,34550.00,119650.00,25850.00,32050.00,28250.00,50750.00,69400.00,14500.00,14350.00
12/ 02/ 2021,11550.00,32500.00,120000.00,24450.00,31900.00,28750.00,43150.00,60000.00,14700.00,14200.00
15/ 02/ 2021,11800.00,34700.00,119650.00,25950.00,32700.00,28600.00,49050.00,70650.00,14500.00,14350.00
16/ 02/ 2021,11800.00,34750.00,119650.00,26000.00,32750.00,28700.00,48350.00,70150.00,14500.00,14350.00
17/ 02/ 2021,11800.00,34750.00,119650.00,26050.00,32950.00,28850.00,48200.00,71000.00,14500.00,14350.00
18/ 02/ 2021,11800.00,34700.00,119600.00,26000.00,32900.00,28950.00,48000.00,72000.00,14500.00,14400.00
19/ 02/ 2021,11800.00,34750.00,119600.00,26000.00,32850.00,28950.00,47600.00,72100.00,14500.00,14350.00
22/ 02/ 2021,11800.00,34650.00,119600.00,25900.00,33300.00,29250.00,47100.00,73500.00,14500.00,14300.00
23/ 02/ 2021,11800.00,34600.00,119600.00,25800.00,33500.00,29200.00,46600.00,73900.00,14500.00,14300.00
24/ 02/ 2021,11800.00,34550.00,119600.00,25750.00,33650.00,29350.00,46400.00,74850.00,14500.00,14300.00
25/ 02/ 2021,11800.00,34500.00,119600.00,25850.00,33750.00,29400.00,46350.00,75300.00,14500.00,14300.00
26/ 02/ 2021,11800.00,34450.00,119800.00,25800.00,33850.00,29500.00,46500.00,75450.00,14550.00,14300.00
01/ 03/ 2021,11800.00,34300.00,119550.00,25750.00,34250.00,29450.00,46800.00,76600.00,14550.00,14300.00
02/ 03/ 2021,11800.00,34450.00,119550.00,25750.00,34400.00,29500.00,47050.00,77300.00,14550.00,14300.00
03/ 03/ 2021,11800.00,34450.00,119550.00,25750.00,34600.00,29500.00,47400.00,78100.00,14550.00,14350.00
