Date,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
02/ 12/ 2022,12350.00,35150.00,133550.00,30050.00,37750.00,27650.00,37000.00,44900.00,19200.00,15050.00
05/ 12/ 2022,12400.00,35200.00,133550.00,30450.00,37900.00,27500.00,37700.00,48250.00,19200.00,15050.00
06/ 12/ 2022,12400.00,35250.00,133600.00,30550.00,37950.00,27550.00,37850.00,48750.00,19150.00,15050.00
07/ 12/ 2022,12450.00,35300.00,133600.00,30700.00,38000.00,27650.00,38100.00,49650.00,19100.00,15050.00
08/ 12/ 2022,12450.00,35350.00,133800.00,30800.00,38000.00,27650.00,38250.00,50900.00,19100.00,15050.00
09/ 12/ 2022,12450.00,35550.00,133800.00,30900.00,37950.00,27600.00,38500.00,51700.00,19150.00,15050.00
12/ 12/ 2022,12500.00,35800.00,133800.00,31150.00,38100.00,27850.00,38950.00,51850.00,19100.00,15050.00
13/ 12/ 2022,12500.00,35900.00,133850.00,31250.00,38100.00,27950.00,39100.00,51750.00,19150.00,15050.00
14/ 12/ 2022,12550.00,36000.00,133800.00,31250.00,38200.00,28050.00,39150.00,51850.00,19150.00,15050.00
15/ 12/ 2022,12550.00,35950.00,134150.00,31250.00,38300.00,28150.00,38650.00,51900.00,19100.00,15050.00
16/ 12/ 2022,12550.00,36150.00,134150.00,31250.00,38350.00,28350.00,38350.00,51950.00,19150.00,15050.00
19/ 12/ 2022,12550.00,36500.00,134200.00,31250.00,38500.00,28450.00,38800.00,52250.00,19150.00,15050.00
20/ 12/ 2022,12550.00,36600.00,134250.00,31250.00,38650.00,28550.00,39350.00,53100.00,19200.00,15050.00
21/ 12/ 2022,12550.00,36900.00,134700.00,31200.00,38750.00,28700.00,39400.00,53350.00,19200.00,15050.00
22/ 12/ 2022,12550.00,37050.00,134850.00,31150.00,38750.00,28800.00,39500.00,53600.00,19200.00,15050.00
23/ 12/ 2022,12600.00,37150.00,134750.00,31150.00,38750.00,28850.00,39550.00,54600.00,19250.00,15050.00
26/ 12/ 2022,12600.00,37600.00,134950.00,31200.00,38500.00,28900.00,39700.00,55750.00,19250.00,15050.00
27/ 12/ 2022,12600.00,37600.00,134850.00,31150.00,38400.00,28900.00,39700.00,56000.00,19200.00,15050.00
28/ 12/ 2022,12600.00,37600.00,134800.00,31050.00,38550.00,29000.00,39800.00,56600.00,19250.00,15050.00
29/ 12/ 2022,12600.00,37600.00,134700.00,31050.00,38550.00,29050.00,40050.00,57100.00,19250.00,15050.00
30/ 12/ 2022,12600.00,37800.00,134850.00,31000.00,38550.00,29050.00,39700.00,57150.00,19250.00,15050.00
02/ 01/ 2023,12650.00,37600.00,134250.00,30800.00,38900.00,29000.00,42350.00,63750.00,19250.00,15050.00
03/ 01/ 2023,12650.00,37550.00,134250.00,30750.00,39000.00,29000.00,42450.00,64250.00,19250.00,15050.00
04/ 01/ 2023,12650.00,37100.00,133650.00,30650.00,38950.00,28950.00,41550.00,63450.00,19300.00,15050.00
05/ 01/ 2023,12650.00,37050.00,133850.00,30650.00,39000.00,29150.00,41000.00,62750.00,19250.00,15050.00
06/ 01/ 2023,12700.00,37100.00,133850.00,30700.00,39300.00,29150.00,41000.00,62050.00,19250.00,15050.00
09/ 01/ 2023,12700.00,36500.00,134000.00,30600.00,39750.00,29250.00,42100.00,61650.00,19250.00,15000.00
10/ 01/ 2023,12700.00,36300.00,133950.00,30550.00,39800.00,29300.00,42100.00,60250.00,19250.00,15050.00
11/ 01/ 2023,12750.00,36200.00,134000.00,30500.00,39950.00,29400.00,42050.00,59300.00,19250.00,15050.00
12/ 01/ 2023,12750.00,36200.00,134000.00,30500.00,40250.00,29500.00,41800.00,58450.00,19250.00,15050.00
13/ 01/ 2023,12750.00,36050.00,134100.00,30450.00,40400.00,29600.00,41750.00,57500.00,19300.00,15050.00
16/ 01/ 2023,12750.00,35600.00,133900.00,30350.00,40900.00,29800.00,41750.00,55400.00,19350.00,15050.00
17/ 01/ 2023,12800.00,35500.00,134150.00,30300.00,41000.00,29800.00,41250.00,54550.00,19350.00,15050.00
18/ 01/ 2023,12800.00,35250.00,134250.00,30200.00,41000.00,29900.00,41100.00,54200.00,19350.00,15050.00
19/ 01/ 2023,12800.00,35100.00,134100.00,30250.00,41200.00,29900.00,40800.00,54100.00,19350.00,15050.00
20/ 01/ 2023,12800.00,35050.00,134150.00,30150.00,41350.00,29800.00,40450.00,53500.00,19400.00,15050.00
23/ 01/ 2023,12850.00,35150.00,134900.00,30000.00,41200.00,29450.00,40550.00,53500.00,19150.00,15050.00
24/ 01/ 2023,12850.00,34700.00,134150.00,30100.00,41450.00,29800.00,40900.00,52400.00,19400.00,15050.00
25/ 01/ 2023,12850.00,34500.00,134200.00,30050.00,41350.00,29850.00,40850.00,52000.00,19400.00,15050.00
26/ 01/ 2023,12850.00,34450.00,134150.00,30050.00,41350.00,29750.00,40550.00,51750.00,19400.00,15050.00
27/ 01/ 2023,12850.00,34400.00,134150.00,30050.00,41350.00,29700.00,40850.00,51800.00,19400.00,15050.00
30/ 01/ 2023,12900.00,34950.00,134000.00,29850.00,41750.00,29900.00,40750.00,50350.00,19450.00,15050.00
31/ 01/ 2023,12900.00,34050.00,134000.00,29850.00,41850.00,29900.00,40600.00,50100.00,19450.00,15050.00
01/ 02/ 2023,12900.00,34050.00,134250.00,29750.00,42000.00,29950.00,40750.00,49900.00,19450.00,15050.00
02/ 02/ 2023,12950.00,33950.00,134250.00,29700.00,42050.00,30000.00,40700.00,49800.00,19400.00,15050.00
03/ 02/ 2023,12950.00,33750.00,134250.00,29650.00,42100.00,30100.00,41600.00,49700.00,19400.00,15050.00
06/ 02/ 2023,13000.00,33850.00,134100.00,29500.00,42750.00,30200.00,42750.00,51550.00,19400.00,15100.00
07/ 02/ 2023,13000.00,33950.00,134050.00,29450.00,42800.00,30250.00,42900.00,51800.00,19450.00,15100.00
08/ 02/ 2023,13050.00,34150.00,134050.00,29400.00,42750.00,30250.00,43150.00,51850.00,19400.00,15100.00
09/ 02/ 2023,13050.00,34200.00,134050.00,29400.00,42700.00,30250.00,43200.00,52000.00,19400.00,15100.00
10/ 02/ 2023,13050.00,34350.00,134050.00,29400.00,42700.00,30300.00,43050.00,51850.00,19400.00,15100.00
13/ 02/ 2023,13100.00,34400.00,133650.00,29350.00,41950.00,30250.00,42650.00,52650.00,19450.00,15100.00
14/ 02/ 2023,13100.00,34400.00,134100.00,29300.00,41700.00,30250.00,42900.00,53300.00,19450.00,15100.00
15/ 02/ 2023,13100.00,34450.00,134100.00,29250.00,41600.00,30250.00,42950.00,52800.00,19400.00,15100.00
16/ 02/ 2023,13100.00,34450.00,134100.00,29250.00,41300.00,30300.00,43500.00,53250.00,19400.00,15100.00
17/ 02/ 2023,13150.00,34500.00,134050.00,29200.00,40950.00,30300.00,43800.00,53350.00,19400.00,15100.00
20/ 02/ 2023,13200.00,34250.00,134100.00,29050.00,40250.00,30800.00,45950.00,54850.00,19400.00,15100.00
21/ 02/ 2023,13200.00,34200.00,134250.00,28950.00,40000.00,30900.00,46350.00,55250.00,19450.00,15100.00
22/ 02/ 2023,13200.00,34100.00,134100.00,28850.00,39750.00,31100.00,46950.00,55350.00,19400.00,15100.00
23/ 02/ 2023,13200.00,34000.00,133950.00,28850.00,39600.00,31200.00,47100.00,55450.00,19400.00,15100.00
24/ 02/ 2023,13250.00,33900.00,134200.00,28800.00,39450.00,31350.00,47500.00,55900.00,19400.00,15100.00
27/ 02/ 2023,13200.00,33800.00,134100.00,28650.00,38800.00,31700.00,46750.00,55850.00,19400.00,15100.00
28/ 02/ 2023,13200.00,33800.00,134100.00,28600.00,38750.00,31800.00,46500.00,55800.00,19400.00,15100.00
01/ 03/ 2023,13200.00,33750.00,134050.00,28550.00,38550.00,31800.00,46550.00,55800.00,19400.00,15100.00
02/ 03/ 2023,13200.00,33750.00,134050.00,28500.00,38450.00,31900.00,46450.00,56050.00,19400.00,15100.00
03/ 03/ 2023,13200.00,33700.00,134050.00,28450.00,38450.00,31950.00,46050.00,56500.00,19400.00,15100.00
06/ 03/ 2023,13200.00,33600.00,134000.00,28450.00,38550.00,32500.00,46450.00,58200.00,19450.00,15100.00
07/ 03/ 2023,13200.00,33550.00,134000.00,28500.00,38400.00,32850.00,46450.00,58200.00,19450.00,15100.00
08/ 03/ 2023,13250.00,33700.00,134000.00,28500.00,38400.00,33050.00,46550.00,58100.00,19450.00,15100.00
09/ 03/ 2023,13250.00,33750.00,134050.00,28650.00,38200.00,33200.00,46600.00,58700.00,19450.00,15100.00
10/ 03/ 2023,13250.00,33850.00,134000.00,28600.00,38300.00,33300.00,46750.00,58800.00,19450.00,15100.00
13/ 03/ 2023,13250.00,34300.00,134050.00,28850.00,38100.00,33650.00,48000.00,60750.00,19450.00,15100.00
14/ 03/ 2023,13300.00,34350.00,134100.00,29000.00,38050.00,33750.00,48300.00,61400.00,19500.00,15100.00
15/ 03/ 2023,13300.00,34600.00,134150.00,29250.00,37900.00,33800.00,48600.00,61150.00,19500.00,15100.00
16/ 03/ 2023,13300.00,34750.00,134150.00,29550.00,37900.00,33850.00,48350.00,61550.00,19550.00,15100.00
17/ 03/ 2023,13300.00,34800.00,134150.00,29650.00,37900.00,33850.00,48800.00,61850.00,19550.00,15100.00
20/ 03/ 2023,13350.00,35200.00,134750.00,30000.00,37750.00,33800.00,49550.00,61850.00,19550.00,15100.00
21/ 03/ 2023,13350.00,35350.00,135400.00,30150.00,37800.00,34400.00,50550.00,61300.00,19550.00,15100.00
22/ 03/ 2023,13250.00,35000.00,135350.00,30150.00,38050.00,34000.00,50200.00,60600.00,19500.00,15100.00
23/ 03/ 2023,13300.00,35450.00,134900.00,30200.00,38200.00,34150.00,50950.00,63050.00,19550.00,15150.00
24/ 03/ 2023,13350.00,35350.00,135100.00,30250.00,37600.00,34200.00,51600.00,62750.00,19550.00,15100.00
27/ 03/ 2023,13400.00,34850.00,134650.00,30250.00,37550.00,34400.00,48850.00,59100.00,19500.00,15150.00
28/ 03/ 2023,13400.00,34750.00,134800.00,30200.00,37450.00,34350.00,47300.00,56750.00,19500.00,15150.00
29/ 03/ 2023,13400.00,34600.00,134800.00,30200.00,37350.00,34350.00,45500.00,54200.00,19500.00,15150.00
30/ 03/ 2023,13400.00,34300.00,134750.00,30150.00,37100.00,34200.00,44350.00,52150.00,19500.00,15150.00
31/ 03/ 2023,13400.00,34250.00,134750.00,30200.00,36900.00,34100.00,43450.00,50200.00,19500.00,15150.00
03/ 04/ 2023,13400.00,33750.00,134650.00,30000.00,36550.00,34150.00,41750.00,47650.00,19450.00,15100.00
04/ 04/ 2023,13400.00,33700.00,134650.00,30000.00,36450.00,34100.00,41150.00,46600.00,19450.00,15100.00
05/ 04/ 2023,13400.00,33500.00,134750.00,30000.00,36350.00,34000.00,40800.00,46200.00,19450.00,15100.00
06/ 04/ 2023,13400.00,33550.00,134750.00,30000.00,36250.00,34000.00,40700.00,45400.00,19450.00,15100.00
07/ 04/ 2023,13200.00,33050.00,133200.00,30050.00,36900.00,34550.00,40950.00,42500.00,19800.00,15150.00
10/ 04/ 2023,13400.00,33700.00,134900.00,29900.00,36450.00,33850.00,40600.00,43800.00,19450.00,15150.00
11/ 04/ 2023,13400.00,33800.00,134950.00,29850.00,36350.00,33700.00,40450.00,43850.00,19500.00,15150.00
12/ 04/ 2023,13450.00,34100.00,135150.00,29800.00,36350.00,33600.00,40150.00,43400.00,19450.00,15150.00
13/ 04/ 2023,13400.00,34250.00,135250.00,29800.00,36350.00,33550.00,40150.00,43100.00,19450.00,15150.00
14/ 04/ 2023,13400.00,34350.00,135350.00,29800.00,36350.00,33650.00,40100.00,42650.00,19450.00,15150.00
17/ 04/ 2023,13400.00,35050.00,137250.00,29900.00,36900.00,33800.00,44800.00,43450.00,19500.00,15150.00
18/ 04/ 2023,13400.00,35600.00,138600.00,30000.00,37300.00,33950.00,46900.00,44100.00,19500.00,15150.00
19/ 04/ 2023,13450.00,36450.00,138550.00,30150.00,37300.00,34450.00,46500.00,42450.00,19500.00,15200.00
20/ 04/ 2023,13450.00,36400.00,138200.00,30150.00,37400.00,34450.00,46700.00,42500.00,19400.00,15200.00
21/ 04/ 2023,13450.00,36400.00,138300.00,30200.00,37400.00,34400.00,46650.00,42450.00,19500.00,15200.00
24/ 04/ 2023,13450.00,36400.00,138150.00,30150.00,37300.00,34500.00,46850.00,42400.00,19500.00,15200.00
25/ 04/ 2023,13450.00,36500.00,138000.00,30100.00,37300.00,34400.00,46750.00,42250.00,19500.00,15200.00
26/ 04/ 2023,13400.00,37050.00,137500.00,30100.00,39000.00,34600.00,47800.00,44550.00,19500.00,15150.00
27/ 04/ 2023,13400.00,37300.00,136850.00,30050.00,39500.00,35100.00,46350.00,43550.00,19450.00,15150.00
28/ 04/ 2023,13400.00,37150.00,136700.00,30050.00,39900.00,35300.00,44200.00,41600.00,19500.00,15150.00
01/ 05/ 2023,12700.00,36050.00,135500.00,29650.00,40900.00,36500.00,39000.00,35150.00,19650.00,15150.00
02/ 05/ 2023,13400.00,36400.00,135800.00,29900.00,40700.00,35450.00,41000.00,39900.00,19450.00,15150.00
03/ 05/ 2023,13400.00,36250.00,135800.00,29850.00,41200.00,35500.00,40200.00,39200.00,19450.00,15150.00
04/ 05/ 2023,13400.00,36250.00,135750.00,29900.00,41350.00,35550.00,39850.00,38350.00,19450.00,15150.00
05/ 05/ 2023,13400.00,36200.00,135750.00,29950.00,41500.00,35750.00,39650.00,38300.00,19450.00,15150.00
08/ 05/ 2023,13400.00,36300.00,135600.00,30200.00,42050.00,36650.00,39300.00,39950.00,19450.00,15150.00
09/ 05/ 2023,13400.00,36500.00,135600.00,30250.00,42300.00,37250.00,39700.00,40700.00,19450.00,15200.00
10/ 05/ 2023,13400.00,36500.00,135350.00,30350.00,42500.00,37450.00,39900.00,40700.00,19450.00,15200.00
11/ 05/ 2023,13450.00,36650.00,135450.00,30450.00,42650.00,37600.00,39900.00,40950.00,19450.00,15200.00
12/ 05/ 2023,13450.00,36800.00,135450.00,30700.00,42700.00,37850.00,39950.00,40750.00,19450.00,15200.00
15/ 05/ 2023,13450.00,37250.00,135350.00,31150.00,42900.00,38200.00,41900.00,40900.00,19450.00,15200.00
16/ 05/ 2023,13450.00,37450.00,135450.00,31300.00,43050.00,38450.00,42400.00,41300.00,19450.00,15200.00
17/ 05/ 2023,13450.00,37500.00,135400.00,31450.00,42850.00,38650.00,42750.00,41200.00,19450.00,15200.00
18/ 05/ 2023,13450.00,37750.00,134800.00,31500.00,42350.00,38900.00,42200.00,40200.00,19550.00,15200.00
19/ 05/ 2023,13450.00,37850.00,135300.00,31600.00,42850.00,38700.00,43050.00,40900.00,19450.00,15200.00
22/ 05/ 2023,13450.00,38250.00,135250.00,31800.00,42200.00,38500.00,43100.00,41850.00,19450.00,15250.00
23/ 05/ 2023,13450.00,38400.00,135250.00,31850.00,42100.00,38750.00,43450.00,42000.00,19450.00,15250.00
24/ 05/ 2023,13450.00,38450.00,135250.00,31900.00,41750.00,38750.00,43250.00,41950.00,19450.00,15250.00
25/ 05/ 2023,13500.00,38700.00,135200.00,31900.00,41450.00,38750.00,43250.00,42150.00,19450.00,15250.00
26/ 05/ 2023,13500.00,38650.00,135250.00,31900.00,41250.00,38700.00,43600.00,42250.00,19500.00,15250.00
29/ 05/ 2023,13500.00,38950.00,135150.00,31900.00,40750.00,39000.00,43850.00,42150.00,19500.00,15250.00
30/ 05/ 2023,13450.00,38600.00,134700.00,32000.00,19500.00,40950.00,39150.00,44550.00,42900.00,15250.00
31/ 05/ 2023,13500.00,39000.00,135100.00,31900.00,19450.00,40450.00,39100.00,43700.00,42750.00,15250.00
01/ 06/ 2023,12750.00,38050.00,131600.00,31800.00,18700.00,39800.00,36800.00,38550.00,37650.00,14950.00
